Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Book reviews,International Journal of the Classical Tradition,,8.0,4,10.1007/BF02901559,Karl GalinskyJohannes EngelsNorma ThompsonHarold TarrantMichael ErlerM. J. EdwardsJohn DillonThomas HabinekSigrid MratschekAndrew GallowayR. N. SwansonWalther LudwigAnn Ellis HansonWilhelm KühlmannChris L. HeesakkersPaul Malo,2002,http://link.springer.com/article/10.1007/BF02901559,Article
"RTL Design Validation, DFT and Test Pattern Generation for High Defects Coverage",Journal of Electronic Testing,,18.0,2,10.1023/A:1014997610714,M.B. SantosF.M. GonçalvesI.C. TeixeiraJ.P. Teixeira,2002,http://link.springer.com/article/10.1023/A%3A1014997610714,Article
"Quality Assessment of Freshwater and Coastal Seawater in the Ionian Area of N.E. Sicily, Italy",Environmental Monitoring and Assessment,,77.0,1,10.1023/A:1015781720795,G. CiminoM. C. PuleioG. Toscano,2002,http://link.springer.com/article/10.1023/A%3A1015781720795,Article
The Huygens Doppler Wind Experiment ' Titan Winds Derived from Probe Radio Frequency Measurements,Space Science Reviews,,104.0,1 - 4,10.1023/A:1023683004351,M.K. BirdR. Dutta-RoyM. HeylM. AllisonS.W. AsmarW.M. FolknerR.A. PrestonD.H. AtkinsonP. EdenhoferD. PlettemeierR. WohlmuthL. IessG.L. Tyler,2002,http://link.springer.com/article/10.1023/A%3A1023683004351,Article
Learning about screening using an online or live lecture,Journal of General Internal Medicine,,17.0,7,10.1046/j.1525-1497.2002.10731.x,"Dr. Anderson Spickard III MD, MSNabil Alrajeh MS, PhDDavid Cordray PhDJoseph Gigante MD",2002,http://link.springer.com/article/10.1046/j.1525-1497.2002.10731.x,Article
Critical review of the epidemiological literature on the potential cardiovascular effects of occupational carbon disulfide exposure,International Archives of Occupational and Environmental Health,,75.0,6,10.1007/s00420-001-0309-x,S. SulskyF. HoovenM. BurchK. Mundt,2002,http://link.springer.com/article/10.1007/s00420-001-0309-x,Article
Packet Spacing: An Enabling Mechanism for Delivering Multimedia Content in Computational Grids,The Journal of Supercomputing,,23.0,1,10.1023/A:1015785119358,Annette C. FengApu C. KapadiaWu-Chun FengGeneva G. Belford,2002,http://link.springer.com/article/10.1023/A%3A1015785119358,Article
Prevention of Substance Abuse in the Workplace: Review of Research on the Delivery of Services,Journal of Primary Prevention,,23.0,1,10.1023/A:1016543300433,Royer CookWilliam Schlenger,2002,http://link.springer.com/article/10.1023/A%3A1016543300433,Article
Was ECB's monetary policy optimal?,Atlantic Economic Journal,,30.0,3,10.1007/BF02298427,Fritz Breuss,2002,http://link.springer.com/article/10.1007/BF02298427,Article
Plant use knowledge of the Winikina Warao: The case for questionnaires in Ethnobotany,Economic Botany,,56.0,3,10.1663/0013-0001(2002)056[0231:PUKOTW]2.0.CO;2,Alfredo Gomez-Beloz,2002,http://link.springer.com/article/10.1663/0013-0001%282002%29056%5B0231%3APUKOTW%5D2.0.CO%3B2,Article
Program model checking as a new trend,International Journal on Software Tools for Technology Transfer,,4.0,1,10.1007/s10009-002-0080-7,Klaus HavelundWillem Visser,2002,http://link.springer.com/article/10.1007/s10009-002-0080-7,Article
The Use of complementary medical therapies in the management of myofascial pain disorders,Current Pain and Headache Reports,,6.0,5,10.1007/s11916-002-0078-6,R. E. Harris MDDaniel J. Clauw MD,2002,http://link.springer.com/article/10.1007/s11916-002-0078-6,Article
The Ethical Context of Entrepreneurship: Proposing and Testing a Developmental Framework,Journal of Business Ethics,,40.0,4,10.1023/A:1020822329030,Michael H. MorrisMinet SchindehutteJohn WaltonJeffrey Allen,2002,http://link.springer.com/article/10.1023/A%3A1020822329030,Article
Multi-language and Multi-environment Generation of Nonlinear Finite Element Codes,Engineering with Computers,,18.0,4,10.1007/s003660200028,J. Korelc,2002,http://link.springer.com/article/10.1007/s003660200028,Article
Scientific Programme — Abstracts,European Radiology,,13.0,1,10.1007/BF03323651,,2003,http://link.springer.com/article/10.1007/BF03323651,Article
How to Write a Research Article for the Journal of Genetic Counseling,Journal of Genetic Counseling,,12.0,1,10.1023/A:1021491016830,Natasha K. Bowen,2003,http://link.springer.com/article/10.1023/A%3A1021491016830,Article
CAD-Based Virtual Assembly Prototyping – A Case Study,The International Journal of Advanced Manufacturing Technology,,21.0,4,10.1007/s001700300031,R. FarahatiY.J. Lin,2003,http://link.springer.com/article/10.1007/s001700300031,Article
Operational Protocol Models in the Drug Development Process,Pharmaceutical Development and Regulation,,1.0,1,10.1007/BF03257364,Dr Michael G. Kahn,2003,http://link.springer.com/article/10.1007/BF03257364,Article
Miasmatic Calories and Saturating Fats: Fear of Contamination in Anorexia,"Culture, Medicine and Psychiatry",,27.0,1,10.1023/A:1023683905157,Megan Warin,2003,http://link.springer.com/article/10.1023/A%3A1023683905157,Article
"The effect of a curfew law on juvenile crime in Washington, D.C.",American Journal of Criminal Justice,,27.0,2,10.1007/BF02885695,Danny Cole,2003,http://link.springer.com/article/10.1007/BF02885695,Article
Societal Concerns about Pork and Pork Production and Their Relationships to the Production System,Journal of Agricultural and Environmental Ethics,,16.0,2,10.1023/A:1022985913847,Egbert KanisAb F. GroenKarel H. De Greef,2003,http://link.springer.com/article/10.1023/A%3A1022985913847,Article
A Study of the Adjustment of Ethical Recogntion and Ethical Decision-Making of Managers-to-be Across the Taiwan Strait Before and After Receiving a Business Ethics Education,Journal of Business Ethics,,45.0,4,10.1023/A:1024167503455,Chen-Fong Wu,2003,http://link.springer.com/article/10.1023/A%3A1024167503455,Article
Selecting Antibacterials for Outpatient Parenteral Antimicrobial Therapy,Clinical Pharmacokinetics,,42.0,9,10.2165/00003088-200342090-00002,Richard S. SlavikDr Peter J. Jewesson,2003,http://link.springer.com/article/10.2165/00003088-200342090-00002,Article
Globalization and urban environmental transitions: Comparison of New York's and Tokyo's experiences,The Annals of Regional Science,,37.0,3,10.1007/s00168-003-0159-4,Peter J. MarcotullioSarah RothenbergMiri Nakahara,2003,http://link.springer.com/article/10.1007/s00168-003-0159-4,Article
Comparison of Conventional and Laparoscopic Ileocolic Resection for Crohn’s Disease,Diseases of the Colon & Rectum,,46.0,8,10.1007/s10350-004-7292-8,"Roberto Bergamaschi M.D., Ph.D., F.R.C.S.",2003,http://link.springer.com/article/10.1007/s10350-004-7292-8,Article
Peer Commentaries on Spitzer (2003),Archives of Sexual Behavior,,32.0,5,10.1023/A:1025699511081,,2003,http://link.springer.com/article/10.1023/A%3A1025699511081,Article
Food store loyalty: Application of a consumer loyalty framework,"Journal of Targeting, Measurement and Analysis for Marketing",,12.0,3,10.1057/palgrave.jt.5740110,Patricia HuddlestonJudith WhippleAmy VanAuken,2003,http://link.springer.com/article/10.1057/palgrave.jt.5740110,Article
The Aitape 1998 Tsunami: Reconstructing the Event from Interviews and Field Mapping,pure and applied geophysics,,160.0,10 - 11,10.1007/s00024-003-2413-1,H. L. DaviesJ. M. DaviesR. C. B. PeremboW. Y. Lus,2003,http://link.springer.com/article/10.1007/s00024-003-2413-1,Article
Hypothermia in the management of traumatic brain injury,Intensive Care Medicine,,29.0,10,10.1007/s00134-003-1848-2,William R. HendersonVinay K. DhingraDean R. ChittockJohn C. FenwickJuan J. Ronco,2003,http://link.springer.com/article/10.1007/s00134-003-1848-2,Article
COCOMO-Based Effort Estimation for Iterative and Incremental Software Development,Software Quality Journal,,11.0,4,10.1023/A:1025809010217,Oddur BenediktssonDarren DalcherKarl ReedMark Woodman,2003,http://link.springer.com/article/10.1023/A%3A1025809010217,Article
"Using Stated-Preference Questions to Investigate Variations in Willingness to Pay for Preserving Marble Monuments: Classic Heterogeneity, Random Parameters, and Mixture Models",Journal of Cultural Economics,,27.0,3 - 4,10.1023/A:1026365125898,Edward MoreyKathleen Greer Rossmann,2003,http://link.springer.com/article/10.1023/A%3A1026365125898,Article
Lightweight models for interpreting informal specifications,Requirements Engineering,,8.0,4,10.1007/s00766-002-0154-9,Christopher P. Fuhrman,2003,http://link.springer.com/article/10.1007/s00766-002-0154-9,Article
"Insects – a mistake in God's creation? Tharu farmers' perception and knowledge of insects: A case study of Gobardiha Village Development Committee, Dang-Deukhuri, Nepal",Agriculture and Human Values,,20.0,4,10.1023/B:AHUM.0000005149.30242.7f,Astrid Björnsen Gurung,2003,http://link.springer.com/article/10.1023/B%3AAHUM.0000005149.30242.7f,Article
Intelligent Database Design Diagnosis: Performance Assessment with the Provision of Domain Knowledge,Artificial Intelligence Review,,21.0,1,10.1023/B:AIRE.0000007390.82370.31,Shahrul A. NoahMichael D. Williams,2004,http://link.springer.com/article/10.1023/B%3AAIRE.0000007390.82370.31,Article
A performance evaluation index system for multimedia communication networks and forecasting for web-based network traffic,Journal of Systems Science and Systems Engineering,,13.0,1,10.1007/s11518-006-0155-1,Wuyi YueJifa GuXijin Tang,2004,http://link.springer.com/article/10.1007/s11518-006-0155-1,Article
Performance support for performance analysis,TechTrends,,48.0,2,10.1007/BF02762541,Scott SchafferIan Douglas,2004,http://link.springer.com/article/10.1007/BF02762541,Article
Multi-society guideline for reprocessing flexible gastrointestinal endoscopes,Diseases of the Colon & Rectum,,47.0,4,10.1007/s10350-003-0098-2,Douglas B. NelsonWilliam R. JarvisWilliam A. RutalaAmy E. Foxx-OrensteinGerald IsenbergGeorgia P. DashCarla J. AlvaradoMarilee BallJoyce Griffin-SobelCarol PetersenKay A. BallJerry HendersonRachel L. Stricof,2004,http://link.springer.com/article/10.1007/s10350-003-0098-2,Article
Electronic Evidence and the Law,Information Systems Frontiers,,6.0,2,10.1023/B:ISFI.0000025783.79791.c8,Scott M. Giordano,2004,http://link.springer.com/article/10.1023/B%3AISFI.0000025783.79791.c8,Article
Market Overreaction to Product Recall Revisited—The Case of Firestone Tires and the Ford Explorer,Review of Quantitative Finance and Accounting,,23.0,1,10.1023/B:REQU.0000037063.91860.87,Suresh GovindarajBikki JaggiBeixin Lin,2004,http://link.springer.com/article/10.1023/B%3AREQU.0000037063.91860.87,Article
Care-seeking patterns for fatal malaria in Tanzania,Malaria Journal,,3.0,1,10.1186/1475-2875-3-27,Don de SavignyCharles MayombanaEleuther MwageniHonorati MasanjaAbdulatif MinhajYahya MkilindiConrad MbuyaHarun KasaleGraham Reid,2004,http://link.springer.com/article/10.1186/1475-2875-3-27,Article
Recent advances in the pharmacotherapy of alcoholism,Current Psychiatry Reports,,6.0,5,10.1007/s11920-004-0019-7,Hugh Myrick MDRaymond Anton MD,2004,http://link.springer.com/article/10.1007/s11920-004-0019-7,Article
Morphometry of the lumbar zygapophyseal facet capsule and cartilage with special reference to degenerative osteoarthritic changes: an anatomical study using fresh cadavers of elderly Japanese and Korean subjects,Journal of Orthopaedic Science,,9.0,5,10.1007/s00776-004-0807-2,Iwao TannoGen MurakamiHiroshi OgumaShu-ichi SatoU-Young LeeSeung-Ho HanToshihiko Yamashita,2004,http://link.springer.com/article/10.1007/s00776-004-0807-2,Article
Book reviews,Economic Botany,,58.0,3,10.1663/0013-0001(2004)058[0486:DFABRE]2.0.CO;2,Susannah FultonSarah C. WalshawM. Patrick GriffithHenry Gacia-AlvarezEdward M. CroomMy Lien T. NguyenEric P. BurkhartKarol Chandler-EzellRobert J. KruegerThomas E. HemmerlyNeil A. HarrimanGregory GustKurt Allerslev ReynertsonDaniel F. Austin,2004,http://link.springer.com/article/10.1663/0013-0001%282004%29058%5B0486%3ADFABRE%5D2.0.CO%3B2,Article
Electronic Olfactory Systems Based on Metal Oxide Semiconductor Sensor Arrays,MRS Bulletin,,29.0,10,10.1557/mrs2004.206,Matteo PardoGiorgio Sberveglieri,2004,http://link.springer.com/article/10.1557/mrs2004.206,Article
Design Out Crime? Using Practice-based Models of the Design Process,Crime Prevention and Community Safety,,6.0,4,10.1057/palgrave.cpcs.8140200,Lorraine GammanTim Pascoe,2004,http://link.springer.com/article/10.1057/palgrave.cpcs.8140200,Article
Self-Management of Oral Anticoagulant Therapy: A Review,Journal of Thrombosis and Thrombolysis,,18.0,2,10.1007/s11239-004-0209-5,Thomas D. Christensen,2004,http://link.springer.com/article/10.1007/s11239-004-0209-5,Article
Personal privacy through understanding and action: five pitfalls for designers,Personal and Ubiquitous Computing,,8.0,6,10.1007/s00779-004-0304-9,Scott LedererJason I. HongAnind K. DeyJames A. Landay,2004,http://link.springer.com/article/10.1007/s00779-004-0304-9,Article
"Religious Intensity, Evangelical Christianity, and Business Ethics: An Empirical Study",Journal of Business Ethics,,55.0,4,10.1007/s10551-004-0990-2,Justin G. LongeneckerJoseph A. McKinneyCarlos W. Moore,2004,http://link.springer.com/article/10.1007/s10551-004-0990-2,Article
Field-Scale Experiments for Site-Specific Crop Management. Part II: A Geostatistical Analysis,Precision Agriculture,,5.0,6,10.1007/s11119-004-6347-0,M. J. PringleA. B. McBratneyS. E. Cook,2004,http://link.springer.com/article/10.1007/s11119-004-6347-0,Article
Are Reviews an Alternative to Pair Programming?,Empirical Software Engineering,,9.0,4,10.1023/B:EMSE.0000039883.47173.39,Matthias M. Müller,2004,http://link.springer.com/article/10.1023/B%3AEMSE.0000039883.47173.39,Article
Feature selection and nearest centroid classification for protein mass spectrometry,BMC Bioinformatics,,6.0,1,10.1186/1471-2105-6-68,Ilya Levner,2005,http://link.springer.com/article/10.1186/1471-2105-6-68,Article
Adaptive Erkennung von Software-Entwurfsmängeln,Informatik - Forschung und Entwicklung,,19.0,3,10.1007/s00450-005-0177-9,Jochen Kreimer,2005,http://link.springer.com/article/10.1007/s00450-005-0177-9,Article
ISRE: immersive scenario-based requirements engineering with virtual prototypes,Requirements Engineering,,10.0,2,10.1007/s00766-004-0198-0,Alistair SutcliffeBrian GaultNeil Maiden,2005,http://link.springer.com/article/10.1007/s00766-004-0198-0,Article
Psychology Experiment Authoring Kit (PEAK): Formal usability testing of an easy-to-use method for creating computerized experiments,Behavior Research Methods,,37.0,2,10.3758/BF03192699,Walter SchneiderD. J BolgerAmy EschmanChristopher NeffAnthony P. Zuccolotto,2005,http://link.springer.com/article/10.3758/BF03192699,Article
Best practices for assessing competence and performance of the behavioral Health workforce,Administration and Policy in Mental Health and Mental Health Services Research,,32.0,5 - 6,10.1007/s10488-005-3265-z,Philip G. Bashook,2005,http://link.springer.com/article/10.1007/s10488-005-3265-z,Article
