,Title,Authors,Year,Repository
310,VisminerTD: a tool for automatic identification and interactive monitoring of the evolution of technical debt items,Thiago S. MendesFelipe G. S. GomesDavid P. GonçalvesManoel G. MendonçaRenato L. NovaisRodrigo O. Spínola,2019,Springer
311,Smart Home-based IoT for Real-time and Secure Remote Health Monitoring of Triage and Priority System using Body Sensors: Multi-driven Systematic Review,Mohammed TalalA. A. ZaidanB. B. ZaidanA. S. AlbahriA. H. AlamoodiO. S. AlbahriM. A. AlsalemC. K LimK. L. TanW. L. ShirK. I. Mohammed,2019,Springer
312,Testing the consistency of business data objects using extended static testing of CRUD matrices,Miroslav BuresTomas CernyKarel FrajtakBestoun S. Ahmed,2019,Springer
313,Optimization of Sodium Hydroxide Pretreatment Conditions to Improve Biogas Production from Asparagus Stover,Chen SunRonghou LiuWeixing CaoKun LiLijuan Wu,2019,Springer
314,Essential oils sensory quality and their bioactivity against the mosquito Aedes albopictus,S. BediniG. FlaminiR. AscrizziF. VenturiG. FerroniA. BaderJ. GirardiB. Conti,2018,Springer
315,Analysing the use of the Australian Health Star Rating system by level of food processing,Sarah DickieJulie L. WoodsMark Lawrence,2018,Springer
316,"Exploring the gap between coverage, access, and utilization of long-lasting insecticide-treated nets (LLINs) among the households of malaria endemic districts in Bangladesh",Fouzia KhanamMd Belal HossainTridib Roy ChowdhuryMd Sajedur RahmanMoktadir KabirShamsun NaherMd Akramul IslamMahfuzar Rahman,2018,Springer
317,Studying and detecting log-related issues,Mehran HassaniWeiyi ShangEmad ShihabNikolaos Tsantalis,2018,Springer
318,An investigation of the fault-proneness of clone evolutionary patterns,Liliane BarbourLe AnFoutse KhomhYing ZouShaohua Wang,2018,Springer
319,A structural-semantic web service selection approach to improve retrievability of web services,Martin GarrigaAlan De RenzisIgnacio LizarraldeAndres FloresCristian MateosAlejandra CechichAlejandro Zunino,2018,Springer
320,Enlargement of vulnerable web applications for testing,Fernando Román MuñozIván Israel Sabido CortesLuis Javier García Villalba,2018,Springer
321,Examining design cognition coding schemes for P-12 engineering/technology education,Michael E. GrubbsGreg J. StrimelEunhye Kim,2018,Springer
322,An Investigation of Engineering Design Cognition and Achievement in Primary School,Greg J. StrimelScott R. BartholomewEunhye KimLiwei Zhang,2018,Springer
323,A mapping of epilepsy’s evolution: implementation of the proposed knowledge based model,Mandani NtekouliMaria MarouliGeorgia KonstantopoulouGeorge AnastassopoulosDimitrios LyberopoulosPanagiotis PolychronopoulosJohn Ellul,2018,Springer
324,The theory of graceful extensibility: basic rules that govern adaptive systems,David D. Woods,2018,Springer
325,Parallel Tree Search in Volunteer Computing: a Case Study,Wenjie FangUwe Beckert,2018,Springer
326,Measurement of chlorophylls a and b and bacteriochlorophyll a in organisms from hypereutrophic auxinic waters,Raymond J. Ritchie,2018,Springer
327,Canaries in the Anthropocene: storytelling as degentrification in urban community sustainability,Giovanna Di Chiro,2018,Springer
328,Search-Based Cost-Effective Software Remodularization,Rim Mahouachi,2018,Springer
329,Use of twitter data for waste minimisation in beef supply chain,Nishikant MishraAkshit Singh,2018,Springer
330,"State Power, the Politics of Debt and Confronting Neoliberal Authoritarianism",Chris Butler,2018,Springer
331,A study on the collaborative management method of product design cycle knowledge,Wen-qiang LiYan Li,2018,Springer
332,On the identification of design problems in stinky code: experiences and tool support,Willian OizumiLeonardo SousaAnderson OliveiraAlessandro GarciaAnne Benedicte AgbachiRoberto OliveiraCarlos Lucena,2018,Springer
333,Out of school female adolescent employment status and sexually transmitted infections (STIs) risk in Uganda: is it a plausible relationship?,Cyprian MisindeElizabeth NansubugaOlivia Nankinga,2018,Springer
334,Abstracts of the 14th International Congress of the European Geriatric Medicine Society,,2018,Springer
335,Towards reusing hints from past fixes,Hao ZhongNa Meng,2018,Springer
336,Are we done with business process compliance: state of the art and challenges ahead,Mustafa HashmiGuido GovernatoriHo-Pun LamMoe Thandar Wynn,2018,Springer
337,The Train Benchmark: cross-technology performance evaluation of continuous model queries,Gábor SzárnyasBenedek IzsóIstván RáthDániel Varró,2018,Springer
338,Studying software logging using topic models,Heng LiTse-Hsun (Peter) ChenWeiyi ShangAhmed E. Hassan,2018,Springer
339,An approach to clone detection in sequence diagrams and its application to security analysis,Manar H. AlalfiElizabeth P. AntonyJames R. Cordy,2018,Springer
340,Getting the most from map data structures in Android,Rubén SaboridoRodrigo MoralesFoutse KhomhYann-Gaël GuéhéneucGiuliano Antoniol,2018,Springer
341,VMTL: a language for end-user model transformation,Vlad AcreţoaieHarald StörrleDaniel Strüber,2018,Springer
342,Scope in model transformations,Māris JukšsClark VerbruggeMaged ElaasarHans Vangheluwe,2018,Springer
343,"Potato bacterial wilt in Rwanda: occurrence, risk factors, farmers’ knowledge and attitudes",Florence UwamahoroAnna BerlinCharles BucaguHelena BylundJonathan Yuen,2018,Springer
344,VBMq: pursuit baremetal performance by embracing block I/O parallelism in virtualization,Diming ZhangFei XueHao HuangShaodi You,2018,Springer
345,A Study of Optimal Screening for Latent Tuberculosis in Patients with Inflammatory Bowel Disease,Talal Al-TaweelMatthew StrohlMadhukar PaiMyriam MartelTalat BessissowAlain BittonErnest SeidmanWaqqas Afif,2018,Springer
346,Lessons from historical monetary unions - is the European monetary union making the same mistakes?,John RyanJohn Loughlin,2018,Springer
347,"A survey of groundwater quality in Tulum region, Yucatan Peninsula, Mexico",Renaud Saint-LoupThéo FelixAxaycatl MaquedaArnulf SchillerPhilippe Renard,2018,Springer
348,Food insecurity of rural households in Boset district of Ethiopia: a suite of indicators analysis,Getachew Teferi MorodaDegefa TolossaNegussie Semie,2018,Springer
349,Small-scale field testing of alpha-cypermethrin water-dispersible granules in comparison with the recommended wettable powder formulation for indoor residual spraying against malaria vectors in Benin,Nicolas MoirouxArmel DjènontinBarnabas ZogoAziz BouraimaIbrahim SidickOlivier PigeonCédric Pennetier,2018,Springer
350,Computational and neural signatures of pre and post-sensory expectation bias in inferior temporal cortex,Kyle DunovanMark E. Wheeler,2018,Springer
351,Critical Analysis of DDoS—An Emerging Security Threat over IoT Networks,Ankur LohachabBidhan Karambir,2018,Springer
352,Norms modeling constructs of business process compliance management frameworks: a conceptual evaluation,Mustafa HashmiGuido Governatori,2018,Springer
353,The Old Frontier of Reverse Engineering: Netlist Partitioning,Travis MeadeKaveh ShamsiThao LeJia DiShaojie ZhangYier Jin,2018,Springer
354,"Mechner’s Reply to the Commentaries on His Article, “A Behavioral and Biological Analysis of Aesthetics”",Francis Mechner,2018,Springer
355,Resilience engineering: theory and practice in interdependent infrastructure systems,Adrian J. HickfordSimon P. BlaineyAlejandro Ortega HortelanoRaghav Pant,2018,Springer
356,The 100 most-cited articles in Parkinson’s disease,Jin-hua XueZhi-ping HuPing LaiDe-qing CaiEr-sheng Wen,2018,Springer
357,Perioperative Management of Severe Traumatic Brain Injury: What Is New?,Deacon FarrellAudrée A. Bendo,2018,Springer
358,Code smells for Model-View-Controller architectures,Maurício AnicheGabriele BavotaChristoph TreudeMarco Aurélio GerosaArie van Deursen,2018,Springer
359,Cloned and non-cloned Java methods: a comparative study,Vaibhav SainiHitesh SajnaniCristina Lopes,2018,Springer
360,Evolving software trace links between requirements and source code,Mona RahimiJane Cleland-Huang,2018,Springer
361,API governance support through the structural analysis of REST APIs,Florian HauptFrank LeymannKarolina Vukojevic-Haupt,2018,Springer
362,"Shared latrines in Maputo, Mozambique: exploring emotional well-being and psychosocial stress",Tess ShirasOliver CummingJoe BrownBacelar MunemeRassul NalaRobert Dreibelbis,2018,Springer
363,"Level and factors associated with birth preparedness and complication readiness among semi-pastoral pregnant women in southern Ethiopia, 2016",Amanuel IyasuMulatu Ayana HordofaHaymanot ZelekeCheru Tesema Leshargie,2018,Springer
364,"Model development guidelines for UML-RT: conventions, patterns and antipatterns",Tuhin Kanti DasJuergen Dingel,2018,Springer
365,Role of minimal residual disease in the management of acute myeloid leukemia—a case-based discussion,A. ColtoffJ. HouldsworthA. KeyznerA. S. RenteriaJohn Mascarenhas,2018,Springer
366,Fixation and distraction in creative design: the repercussions of reviewing patent documents to avoid infringement,Edwin C. Y. KohMark P. De Lessio,2018,Springer
367,Key factors in levels of public satisfaction with urban waste collection in a northern Spain city,Julio César Puche RegalizaArturo Alvear GonzálezSantiago Aparicio CastilloPablo Arranz ValFernando Lara Ortega,2018,Springer
368,"Methods to validate Hsp90 inhibitor specificity, to identify off-target effects, and to rethink approaches for further clinical development",Len NeckersBrian BlaggTimothy HaysteadJane B. TrepelLuke WhitesellDidier Picard,2018,Springer
369,Using design strategies from microfluidic device patents to support idea generation,Jin Woo LeeShanna R. DalyAileen Y. Huang-SaadColleen M. SeifertJacob Lutz,2018,Springer
370,On the diffuseness and the impact on maintainability of code smells: a large scale empirical investigation,Fabio PalombaGabriele BavotaMassimiliano Di PentaFausto FasanoRocco OlivetoAndrea De Lucia,2018,Springer
371,Indicators for merge conflicts in the wild: survey and empirical study,Olaf LeßenichJanet SiegmundSven ApelChristian KästnerClaus Hunsen,2018,Springer
372,Coherence of comments and method implementations: a dataset and an empirical investigation,Anna CorazzaValerio MaggioGiuseppe Scanniello,2018,Springer
373,The Emergence of Stimulus Relations: Human and Computer Learning,Chris NinnessSharon K. NinnessMarilyn RumphDavid Lawson,2018,Springer
374,Challenges and pitfalls on surveying evidence in the software engineering technical literature: an exploratory study with novices,Talita Vieira RibeiroJobson MassollarGuilherme Horta Travassos,2018,Springer
375,Guest editorial: special issue on predictive models for software quality,Leandro L. MinkuAyşe B. BenerBurak Turhan,2018,Springer
376,Traits and causes of environmental loss-related chemical accidents in China based on co-word analysis,Desheng WuYu SongKefan XieBaofeng Zhang,2018,Springer
377,"Internet-of-Things Security and Vulnerabilities: Taxonomy, Challenges, and Practice",Kejun ChenShuai ZhangZhikun LiYi ZhangQingxu DengSandip RayYier Jin,2018,Springer
378,The hard work of soft skills: augmenting the project-based learning experience with interdisciplinary teamwork,Jane S. VoglerPenny ThompsonDavid W. DavisBlayne E. MayfieldPatrick M. FinleyDar Yasseri,2018,Springer
379,Stranger than Fiction: Costs and Benefits of Everyday Confabulation,Lisa Bortolotti,2018,Springer
380,Convergence in Central and Eastern Europe: Can All Get to EU Average?,Dubravko Mihaljek,2018,Springer
381,An Extended Weibull Model with Variable Periodicity,Xiuyun Peng,2018,Springer
382,Policy Options for Infliximab Biosimilars in Inflammatory Bowel Disease Given Emerging Evidence for Switching,Don HusereauBrian FeaganCarl Selya-Hammer,2018,Springer
383,Realization of the right to adequate food and the nutritional status of land evictees: a case for mothers/caregivers and their children in rural Central Uganda,Aziiza NahalomoPer Ole IversenPeter Milton RukundoArchileo KaayaJoyce KikafundaWenche Barth EideMaritha MaraisEdward WamalaMargaret Kabahenda,2018,Springer
384,Tonsillar cytokine expression between patients with tonsillar hypertrophy and recurrent tonsillitis,Emilia MikolaVarpu EleniusMaria SaarinenOscar PalomaresMatti WarisRiitta TurunenTuomo PuhakkaLotta IvaskaBeate RückertAlar AabTero VahlbergTytti VuorinenTobias AllanderCarlos A. Camargo JrMübeccel AkdisCezmi A. Akdis,2018,Springer
385,Augmentative and alternative communication in children with Down’s syndrome: a systematic review,Renata Thaís de Almeida BarbosaAcary Souza Bulle de OliveiraJennifer Yohanna Ferreira de Lima AntãoTânia Brusque CrocettaRegiani GuarnieriThaiany Pedrozo Campos AntunesClaudia ArabThaís MassettiItalla Maria Pinheiro BezerraCarlos Bandeira de Mello MonteiroLuiz Carlos de Abreu,2018,Springer
386,8th Congress of the International Federation for the Surgery of Obesity and Metabolic Disorders,Harry Pappis,2018,Springer
387,Leveraging social media to gain insights into service delivery: a study on Airbnb,Moritz von HoffenMarvin HaggeJan Hendrik BetzingFriedrich Chasin,2018,Springer
388,Agent systems verification : systematic literature review and mapping,Najwa Abu BakarAli Selamat,2018,Springer
389,Fuzzy set-based generalized multifactor dimensionality reduction analysis of gene-gene interactions,Hye-Young JungSangseob LeemTaesung Park,2018,Springer
390,Barriers to and motivators of handwashing behavior among mothers of neonates in rural Bangladesh,Shahana ParveenSharifa NasreenJelena V. AllenKelly B. KammShifat KhanShirina AkterTajnin Marin LopaK. ZamanShams El ArifeenStephen P. LubyPavani K. Ram,2018,Springer
